ccaa,date,deaths_observed,deaths_expected,deaths_expected_p01,deaths_expected_p99
Andalucía,2019-11-08,192,183,148.72,222.42
Andalucía,2019-11-09,180,183,148.72,217.38
Andalucía,2019-11-10,197,183,153.06,216.76
Andalucía,2019-11-11,185,186,156.16,212.9
Andalucía,2019-11-12,208,189,156.16,215.38
Andalucía,2019-11-13,195,190,163.62,217.14
Andalucía,2019-11-14,201,189,163.62,217.14
Andalucía,2019-11-15,170,188,163,216.52
Andalucía,2019-11-16,178,188,162.24,216.52
Andalucía,2019-11-17,193,188,162.24,216.52
Andalucía,2019-11-18,204,188,162.24,217.76
Andalucía,2019-11-19,207,187,162.24,219.38
Andalucía,2019-11-20,203,189,162.24,218.14
Andalucía,2019-11-21,226,191,162.24,224
Andalucía,2019-11-22,213,189,162.24,224
Andalucía,2019-11-23,206,191,167.96,224
Andalucía,2019-11-24,186,193,168.58,224
Andalucía,2019-11-25,175,195,169.2,228.56
Andalucía,2019-11-26,201,197,169.82,232.28
Andalucía,2019-11-27,199,197,169.82,232.28
Andalucía,2019-11-28,236,197,169.82,232.28
Andalucía,2019-11-29,216,199,169.82,232.28
Andalucía,2019-11-30,191,201,174,232.28
Andalucía,2019-12-01,204,201,165.78,232.9
Andalucía,2019-12-02,185,201,165.78,230.38
Andalucía,2019-12-03,209,201,165.78,241.84
Andalucía,2019-12-04,190,201,165.78,241.84
Andalucía,2019-12-05,195,202,165.78,245.56
Andalucía,2019-12-06,203,202,157.1,245.56
Andalucía,2019-12-07,182,204,157.1,253.76
Andalucía,2019-12-08,193,204,170.16,253.76
Andalucía,2019-12-09,185,203,158.62,253.76
Andalucía,2019-12-10,185,203,158.62,253.76
Andalucía,2019-12-11,212,204,158.62,253.76
Andalucía,2019-12-12,190,203,158.62,253.76
Andalucía,2019-12-13,197,203,166.06,254.38
Andalucía,2019-12-14,221,205,166.06,253.38
Andalucía,2019-12-15,237,207,166.06,253.38
Andalucía,2019-12-16,202,209,172.86,250.28
Andalucía,2019-12-17,213,210,172.86,250.28
Andalucía,2019-12-18,192,214,172.86,253.38
Andalucía,2019-12-19,207,214,175.96,261.22
Andalucía,2019-12-20,183,214,182.1,264.32
Andalucía,2019-12-21,250,211,179.06,264.32
Andalucía,2019-12-22,207,211,179.06,264.32
Andalucía,2019-12-23,208,211,175.34,266.18
Andalucía,2019-12-24,226,214,175.34,275.28
Andalucía,2019-12-25,222,212,175.34,275.28
Andalucía,2019-12-26,205,215,175.34,292.68
Andalucía,2019-12-27,228,217,175.34,293.92
Andalucía,2019-12-28,211,219,182.34,293.92
Andalucía,2019-12-29,210,219,180.52,293.58
Andalucía,2019-12-30,222,219,183.92,311.16
Andalucía,2019-12-31,195,219.5,183.95,311.1
Andalucía,2020-01-01,175,220,183.98,317.38
Andalucía,2020-01-02,243,224,184.01,313.29
Andalucía,2020-01-03,243,222,182.68,313.16
Andalucía,2020-01-04,227,225,182.69,313.03
Andalucía,2020-01-05,221,226,185.07,313.72
Andalucía,2020-01-06,216,229,185.07,313.72
Andalucía,2020-01-07,217,226,185.07,313.72
Andalucía,2020-01-08,222,231,182.69,306.55
Andalucía,2020-01-09,241,235,182.69,306.55
Andalucía,2020-01-10,261,238.5,184.76,306.55
Andalucía,2020-01-11,245,239,188.21,306.55
Andalucía,2020-01-12,236,238,188.21,305
Andalucía,2020-01-13,225,239,189.59,302.93
Andalucía,2020-01-14,233,239,181.07,302.93
Andalucía,2020-01-15,254,237,181.76,302.24
Andalucía,2020-01-16,240,234,181.76,302.17
Andalucía,2020-01-17,303,236.5,181.76,308.55
Andalucía,2020-01-18,279,234,181.76,308.55
Andalucía,2020-01-19,247,235.5,181.76,308.55
Andalucía,2020-01-20,256,234,181.76,308.55
Andalucía,2020-01-21,233,234.5,186.45,308.55
Andalucía,2020-01-22,269,236.5,185.21,308.55
Andalucía,2020-01-23,253,239,188.66,306.48
Andalucía,2020-01-24,272,240.5,179.69,299.86
Andalucía,2020-01-25,264,241,179.69,299.86
Andalucía,2020-01-26,215,238.5,179.69,294.93
Andalucía,2020-01-27,249,238.5,176.21,294.93
Andalucía,2020-01-28,237,236,176.21,294.93
Andalucía,2020-01-29,276,235,176.9,294.93
Andalucía,2020-01-30,273,235,176.9,294.93
Andalucía,2020-01-31,276,235,181.73,291.93
Andalucía,2020-02-01,248,235,181.73,297.2
Andalucía,2020-02-02,231,235.5,174.14,297.2
Andalucía,2020-02-03,252,235.5,181.52,297.2
Andalucía,2020-02-04,240,239,181.52,297.89
Andalucía,2020-02-05,233,239,181.52,297.89
Andalucía,2020-02-06,214,239,181.52,297.89
Andalucía,2020-02-07,236,238.5,181.52,297.89
Andalucía,2020-02-08,233,235.5,181.52,289.93
Andalucía,2020-02-09,224,235.5,190.21,292
Andalucía,2020-02-10,215,239,193.69,293.24
Andalucía,2020-02-11,246,236.5,188.66,309.33
Andalucía,2020-02-12,242,234,182.45,321.06
Andalucía,2020-02-13,206,233.5,177.14,336.24
Andalucía,2020-02-14,218,233.5,177.14,336.24
Andalucía,2020-02-15,218,234,177.14,336.24
Andalucía,2020-02-16,230,232.5,177.14,336.24
Andalucía,2020-02-17,191,231.5,177.14,336.24
Andalucía,2020-02-18,207,231.5,179.21,331.55
Andalucía,2020-02-19,190,230.5,179.21,331.55
Andalucía,2020-02-20,206,229.5,186.14,325.86
Andalucía,2020-02-21,182,228,186.14,324
Andalucía,2020-02-22,229,223,182,319.17
Andalucía,2020-02-23,210,227,182,319.17
Andalucía,2020-02-24,225,228,188.9,314.34
Andalucía,2020-02-25,189,221,179.83,305.17
Andalucía,2020-02-26,202,222.5,170.66,303.31
Andalucía,2020-02-27,213,223,170.66,303.31
Andalucía,2020-02-28,181,224,170.66,301.93
Andalucía,2020-02-29,198,224,170.66,299.86
Andalucía,2020-03-01,207,220,170.66,299.86
Andalucía,2020-03-02,199,218.5,170.66,299.86
Andalucía,2020-03-03,193,216.5,172.73,295.03
Andalucía,2020-03-04,183,216,177.07,284.1
Andalucía,2020-03-05,215,215.5,177.07,284.1
Andalucía,2020-03-06,216,215,177.07,284.1
Andalucía,2020-03-07,193,213,182.59,266.51
Andalucía,2020-03-08,179,213,175,266.51
Andalucía,2020-03-09,193,209.5,175,255.17
Andalucía,2020-03-10,184,209,168.76,256.55
Andalucía,2020-03-11,218,209,168.76,256.55
Andalucía,2020-03-12,240,208.5,168.76,252.93
Andalucía,2020-03-13,217,206.5,168.76,252.93
Andalucía,2020-03-14,236,207.5,168.76,252.93
Andalucía,2020-03-15,206,209.5,168.76,252.93
Andalucía,2020-03-16,198,209.5,168.76,250.17
Andalucía,2020-03-17,233,211,177,242.48
Andalucía,2020-03-18,228,206,177,240
Andalucía,2020-03-19,239,205,175.45,240
Andalucía,2020-03-20,270,205,174.76,240
Andalucía,2020-03-21,252,205,171.69,237.24
Andalucía,2020-03-22,230,205,170.69,232.55
Andalucía,2020-03-23,258,205,169.07,230.48
Andalucía,2020-03-24,268,201,169.07,229.24
Andalucía,2020-03-25,274,202.5,169.07,229.24
Andalucía,2020-03-26,271,203,166.69,230.62
Andalucía,2020-03-27,278,203,166.69,230.62
Andalucía,2020-03-28,220,203,166.69,236.03
Andalucía,2020-03-29,250,203,166.69,236.03
Andalucía,2020-03-30,255,203,168.07,236.03
Andalucía,2020-03-31,272,203,165.07,234.65
Andalucía,2020-04-01,285,201.5,165.07,236.03
Andalucía,2020-04-02,300,199,167.14,236.03
Andalucía,2020-04-03,252,199,163,236.03
Andalucía,2020-04-04,262,199,163,230.62
Andalucía,2020-04-05,227,197.5,163,230.62
Andalucía,2020-04-06,259,196.5,163,230.62
Andalucía,2020-04-07,254,192.5,166.45,230.62
Andalucía,2020-04-08,266,193,166.45,230
Andalucía,2020-04-09,239,193.5,166.45,228.62
Andalucía,2020-04-10,255,193,169.07,228.62
Andalucía,2020-04-11,227,193,169.07,228.62
Andalucía,2020-04-12,225,194,169.07,228.62
Andalucía,2020-04-13,210,195,169.07,228.62
Andalucía,2020-04-14,243,196,161.76,228.62
Andalucía,2020-04-15,222,194,161.76,225.93
Andalucía,2020-04-16,216,191.5,161.76,224.31
Andalucía,2020-04-17,225,192.5,159.69,224.31
Andalucía,2020-04-18,202,191,159.69,219.48
Andalucía,2020-04-19,202,188,159.69,219.48
Andalucía,2020-04-20,200,186.5,159.69,216.31
Andalucía,2020-04-21,199,187,162.07,219.79
Andalucía,2020-04-22,188,187,162.07,217.72
Andalucía,2020-04-23,201,187,162.07,223.93
Andalucía,2020-04-24,208,186.5,160.83,223.93
Andalucía,2020-04-25,162,186,157.38,226
Andalucía,2020-04-26,193,187.5,157.38,226
Andalucía,2020-04-27,195,187.5,157.38,226
Andalucía,2020-04-28,200,186,155.38,225.31
Andalucía,2020-04-29,164,186,153.69,225.31
Andalucía,2020-04-30,167,186,153.69,225.31
Andalucía,2020-05-01,197,185.5,153.69,225.31
Andalucía,2020-05-02,177,186,153.69,216.72
Andalucía,2020-05-03,175,184.5,153.69,213.62
Andalucía,2020-05-04,175,184.5,153.69,213.62
Andalucía,2020-05-05,198,185.5,156.45,215.31
Andalucía,2020-05-06,168,187.5,152.07,216.62
Andalucía,2020-05-07,197,187,152.07,216.62
Andalucía,2020-05-08,213,186.5,152.07,216.62
Andalucía,2020-05-09,169,185,152.07,216.62
Andalucía,2020-05-10,154,186,152.07,216.62
Andalucía,2020-05-11,160,188,147.83,219.86
Andalucía,2020-05-12,192,185.5,147.83,219.86
Andalucía,2020-05-13,190,183.5,151.28,218.48
Andalucía,2020-05-14,178,185,147.14,220.55
Andalucía,2020-05-15,172,185,147.14,220.55
Andalucía,2020-05-16,169,182.5,147.14,220.55
Andalucía,2020-05-17,159,183.5,147.14,220.55
Andalucía,2020-05-18,168,183,149.69,212.1
Andalucía,2020-05-19,185,182.5,149,212.1
Andalucía,2020-05-20,204,182,145.9,212.1
Andalucía,2020-05-21,182,182,145.9,216.24
Andalucía,2020-05-22,205,182.5,145.9,216.24
Andalucía,2020-05-23,199,182.5,145.9,217.62
Andalucía,2020-05-24,203,178,145.9,217.62
Andalucía,2020-05-25,189,180,145.9,217.62
Andalucía,2020-05-26,197,180,151.42,217.62
Andalucía,2020-05-27,185,180,157,217.62
Andalucía,2020-05-28,192,180,152.66,212.86
Andalucía,2020-05-29,162,180,149.9,215.62
Andalucía,2020-05-30,215,180,149.9,210.86
Andalucía,2020-05-31,173,180,149.9,211.55
Andalucía,2020-06-01,171,180,143,211.55
Andalucía,2020-06-02,179,177,143,211.55
Andalucía,2020-06-03,183,176,143,211.55
Andalucía,2020-06-04,164,176,143.69,211.55
Andalucía,2020-06-05,172,173.5,143.69,205.17
Andalucía,2020-06-06,161,172,143.69,205.17
Andalucía,2020-06-07,166,173.5,143.69,201.62
Andalucía,2020-06-08,171,170,141.83,204.24
Andalucía,2020-06-09,160,170,143.9,210.72
Andalucía,2020-06-10,188,170,143.9,210.72
Andalucía,2020-06-11,165,171,143.9,216.93
Andalucía,2020-06-12,166,173.5,143.9,216.93
Andalucía,2020-06-13,164,173.5,141.83,220.24
Andalucía,2020-06-14,158,173.5,141.83,220.24
Andalucía,2020-06-15,164,175,145.38,220.24
Andalucía,2020-06-16,178,175,145.38,221.62
Andalucía,2020-06-17,174,175.5,145.38,221.62
Andalucía,2020-06-18,171,175,145.38,221.62
Andalucía,2020-06-19,149,175,145.38,221.62
Andalucía,2020-06-20,165,175,147.38,214.1
Andalucía,2020-06-21,161,174.5,150.14,214.1
Andalucía,2020-06-22,165,174,153.38,214.1
Andalucía,2020-06-23,221,174.5,152,205.55
Andalucía,2020-06-24,206,175,152,205.55
Andalucía,2020-06-25,186,176.5,152,207.62
Andalucía,2020-06-26,197,176.5,149.07,209.93
Andalucía,2020-06-27,176,179.5,149.07,209.93
Andalucía,2020-06-28,167,178,149.07,208.55
Andalucía,2020-06-29,178,181,149.07,208.55
Andalucía,2020-06-30,207,180,147.69,208.55
Andalucía,2020-07-01,185,181,143.28,208.55
Andalucía,2020-07-02,214,180,143.28,207.86
Andalucía,2020-07-03,189,180.5,143.97,204.62
Andalucía,2020-07-04,187,180.5,143.97,208.03
Andalucía,2020-07-05,191,180.5,143.97,219.79
Andalucía,2020-07-06,173,180,143.97,219.79
Andalucía,2020-07-07,218,182,146.04,219.79
Andalucía,2020-07-08,210,180,154.45,219.79
Andalucía,2020-07-09,221,179.5,155.14,219.79
Andalucía,2020-07-10,187,180,150.69,219.79
Andalucía,2020-07-11,170,180,150.69,219.79
Andalucía,2020-07-12,193,179.5,153.45,216.31
Andalucía,2020-07-13,197,179.5,153.45,216.31
Andalucía,2020-07-14,191,179,152.76,210.48
Andalucía,2020-07-15,183,180.5,152.76,211.17
Andalucía,2020-07-16,182,181.5,148.76,211.17
Andalucía,2020-07-17,201,178.5,151.52,209
Andalucía,2020-07-18,203,178,151.52,209
Andalucía,2020-07-19,182,178,146,209
Andalucía,2020-07-20,199,178,144.45,209
Andalucía,2020-07-21,209,178,144.45,209
Andalucía,2020-07-22,178,177,144.45,206.24
Andalucía,2020-07-23,201,176.5,144.45,209.31
Andalucía,2020-07-24,221,177,143.76,207.24
Andalucía,2020-07-25,190,175.5,143.76,209.31
Andalucía,2020-07-26,193,176,141.69,209.31
Andalucía,2020-07-27,179,172.5,144.07,209.31
Andalucía,2020-07-28,201,173.5,144.07,209.31
Andalucía,2020-07-29,211,174,144.07,209.31
Andalucía,2020-07-30,220,173,144.07,208.31
Andalucía,2020-07-31,232,174.5,145.45,208.31
Andalucía,2020-08-01,228,175.5,145.45,203.17
Andalucía,2020-08-02,197,176,149.07,201.62
Andalucía,2020-08-03,201,177,149.07,201.62
Andalucía,2020-08-04,224,177,149.07,201.62
Andalucía,2020-08-05,209,177,149.07,201.62
Andalucía,2020-08-06,209,179,150.69,207.34
Andalucía,2020-08-07,185,182,150.38,207.34
Andalucía,2020-08-08,196,182,150.38,214.24
Andalucía,2020-08-09,196,182.5,151.76,214.24
Andalucía,2020-08-10,216,182,151.76,214.24
Andalucía,2020-08-11,212,182.5,155.9,214.24
Andalucía,2020-08-12,210,182,153.14,214.24
Andalucía,2020-08-13,195,180,151.76,206.79
Andalucía,2020-08-14,195,178,150.21,206.79
Andalucía,2020-08-15,174,178,150.21,202.62
Andalucía,2020-08-16,168,176,145.38,202.62
Andalucía,2020-08-17,182,175,145.38,202.62
Andalucía,2020-08-18,180,173.5,141.21,202.62
Andalucía,2020-08-19,189,174,138.45,202.62
Andalucía,2020-08-20,185,172,138.45,197.62
Andalucía,2020-08-21,209,173.5,138.45,197.62
Andalucía,2020-08-22,177,173,136.38,199.62
Andalucía,2020-08-23,180,173,136.38,199.62
Andalucía,2020-08-24,198,173,136.38,199.62
Andalucía,2020-08-25,232,173,139.07,202.86
Andalucía,2020-08-26,183,172.5,139.76,202.86
Andalucía,2020-08-27,171,173,140.45,202.86
Andalucía,2020-08-28,201,173,140.45,207
Andalucía,2020-08-29,187,172.5,142.69,207
Andalucía,2020-08-30,176,172,142.69,207.62
Andalucía,2020-08-31,185,172,137.04,208.31
Andalucía,2020-09-01,198,171.5,137.04,208.31
Andalucía,2020-09-02,171,172,136.35,208.31
Andalucía,2020-09-03,192,171,136.35,208.31
Andalucía,2020-09-04,200,170.5,136.35,208.31
Andalucía,2020-09-05,169,169.5,136.35,208.31
Andalucía,2020-09-06,186,168.5,136.35,199.03
Andalucía,2020-09-07,178,168,135.42,194.31
Andalucía,2020-09-08,178,168,135.42,194.31
Andalucía,2020-09-09,201,168,135.42,194.31
Andalucía,2020-09-10,203,168.5,136.8,194.31
Andalucía,2020-09-11,228,167.5,136.8,194.31
Andalucía,2020-09-12,207,167.5,133.35,189.17
Andalucía,2020-09-13,206,167,133.35,189.17
Andalucía,2020-09-14,208,166,135.52,189.17
Andalucía,2020-09-15,196,165,135.52,186.31
Andalucía,2020-09-16,206,164,133.45,186.31
Andalucía,2020-09-17,206,163,133.45,186.62
Andalucía,2020-09-18,167,166,133.45,190.48
Andalucía,2020-09-19,181,163.5,133.45,190.48
Andalucía,2020-09-20,166,165.5,133.45,197.86
Andalucía,2020-09-21,182,169,140.52,197.86
Andalucía,2020-09-22,204,171,140.52,197.86
Andalucía,2020-09-23,183,171,143,197.86
Andalucía,2020-09-24,188,171,143,197.86
Andalucía,2020-09-25,177,169,143,197.17
Andalucía,2020-09-26,179,169,145.07,197.17
Andalucía,2020-09-27,222,169.5,145.07,195
Andalucía,2020-09-28,203,168.5,145.07,195
Andalucía,2020-09-29,179,168,148.07,195
Andalucía,2020-09-30,193,168.5,147.38,194.31
Andalucía,2020-10-01,189,169.5,147.38,194.31
Andalucía,2020-10-02,195,171.5,148.69,197.55
Andalucía,2020-10-03,186,172,148.69,203.48
Andalucía,2020-10-04,180,172,146.14,203.48
Andalucía,2020-10-05,179,172,138.28,203.48
Andalucía,2020-10-06,209,172,138.28,203.48
Andalucía,2020-10-07,213,172,129.38,203.48
Andalucía,2020-10-08,202,173,129.38,203.48
Andalucía,2020-10-09,226,173.5,129.38,203.48
Andalucía,2020-10-10,233,173.5,129.38,202.55
Andalucía,2020-10-11,213,173,129.38,202.55
Andalucía,2020-10-12,218,174,131.45,202.55
Andalucía,2020-10-13,196,174,131.45,202.55
Andalucía,2020-10-14,202,174,142.69,204.62
Andalucía,2020-10-15,201,173,142.69,206.93
Andalucía,2020-10-16,197,172.5,142.69,206.93
Andalucía,2020-10-17,231,172.5,142.69,205.55
Andalucía,2020-10-18,210,173,146.76,207.62
Andalucía,2020-10-19,235,173,146.76,207.62
Andalucía,2020-10-20,233,174.5,148.14,209.93
Andalucía,2020-10-21,244,178.5,150,209.93
Andalucía,2020-10-22,238,178.5,150,209.24
Andalucía,2020-10-23,259,178.5,150,209.24
Andalucía,2020-10-24,236,178,147.52,212
Andalucía,2020-10-25,261,178,147.52,212.62
Andalucía,2020-10-26,243,178,147.52,212.62
Andalucía,2020-10-27,256,178,149.59,212.62
Andalucía,2020-10-28,236,175.5,142.69,212.62
Andalucía,2020-10-29,249,176.5,142.69,212.62
Andalucía,2020-10-30,263,176.5,140.76,212.62
Andalucía,2020-10-31,269,179,141.45,209.86
Andalucía,2020-11-01,249,180,141.45,214.2
Andalucía,2020-11-02,260,180,141.45,221.79
Andalucía,2020-11-03,260,179,141.45,221.79
Andalucía,2020-11-04,298,180,146.97,221.79
Andalucía,2020-11-05,289,182,142.83,221.79
Andalucía,2020-11-06,293,183,149.14,221.79
Andalucía,2020-11-07,252,183.5,149.14,221.79
Andalucía,2020-11-08,253,183.5,149.14,218.31
Andalucía,2020-11-09,272,184.5,153.97,216.62
Andalucía,2020-11-10,287,186,157.42,212.55
Andalucía,2020-11-11,263,189,157.42,215.31
Andalucía,2020-11-12,282,190,163.69,216.93
Andalucía,2020-11-13,278,189,163.69,216.93
Andalucía,2020-11-14,272,189,163,216.24
Andalucía,2020-11-15,259,190,162.38,216.24
Andalucía,2020-11-16,272,190,162.38,216.24
Andalucía,2020-11-17,282,190,162.38,221.17
Andalucía,2020-11-18,270,188,162.38,221.86
Andalucía,2020-11-19,252,190.5,162.38,221.86
Andalucía,2020-11-20,277,191,162.38,224.62
Andalucía,2020-11-21,228,190.5,162.38,224.62
Andalucía,2020-11-22,217,191.5,168.52,224.62
Andalucía,2020-11-23,237,193.5,169.21,224.62
Andalucía,2020-11-24,219,195,169.9,236
Andalucía,2020-11-25,259,197,170.59,236
Andalucía,2020-11-26,267,197.5,170.59,236
Andalucía,2020-11-27,246,198.5,170.59,236
Andalucía,2020-11-28,241,199,170.59,236
Andalucía,2020-11-29,215,201,174,236
Andalucía,2020-11-30,249,200.5,167.11,236
Andalucía,2020-12-01,230,200.5,167.11,230.31
Andalucía,2020-12-02,257,200.5,167.11,240.58
Andalucía,2020-12-03,263,201.5,167.11,240.58
Andalucía,2020-12-04,243,201,167.11,244.72
Andalucía,2020-12-05,238,201,157.45,244.72
Andalucía,2020-12-06,225,202,157.45,244.72
Andalucía,2020-12-07,202,203,171.42,253.62
Andalucía,2020-12-08,212,202,158.69,253.62
Andalucía,2020-12-09,244,202,158.69,253.62
Andalucía,2020-12-10,248,202.5,158.69,253.62
Andalucía,2020-12-11,233,202.5,158.69,253.62
Andalucía,2020-12-12,238,204,166.97,253.62
Andalucía,2020-12-13,210,204.5,166.97,254.31
Andalucía,2020-12-14,247,207,166.97,253.31
Andalucía,2020-12-15,216,208,173.07,253.31
Andalucía,2020-12-16,236,209.5,173.07,249.86
Andalucía,2020-12-17,216,211,173.07,251.24
Andalucía,2020-12-18,252,212,176.52,253.31
Andalucía,2020-12-19,217,211,181.76,259.89
Andalucía,2020-12-20,210,211,179.28,263.34
Andalucía,2020-12-21,229,211,179.28,263.34
Andalucía,2020-12-22,226,211,175.83,263.34
Andalucía,2020-12-23,228,214,175.83,265.41
Andalucía,2020-12-24,210,211.5,175.83,274.86
Andalucía,2020-12-25,232,214,175.83,274.86
Andalucía,2020-12-26,217,218,175.83,291.54
Andalucía,2020-12-27,211,218,182.83,291.54
Andalucía,2020-12-28,206,216,177.07,291.54
Andalucía,2020-12-29,225,217.5,179.83,291.54
Andalucía,2020-12-30,241,220.5,179.83,310.86
Andalucía,2020-12-31,235,224,179.83,310.86
Andalucía,2021-01-01,222,225,179.83,317.17
Andalucía,2021-01-02,218,225,179.83,313.03
Andalucía,2021-01-03,229,227,179.83,313.03
Andalucía,2021-01-04,249,229,186.69,313.03
Andalucía,2021-01-05,260,233,186.69,313.72
Andalucía,2021-01-06,263,231,186.69,313.72
Andalucía,2021-01-07,239,236.5,184.76,313.72
Andalucía,2021-01-08,261,238.5,184.76,306.55
Andalucía,2021-01-09,278,239,184.76,306.55
Andalucía,2021-01-10,267,239,189.59,306.55
Andalucía,2021-01-11,263,239,189.59,306.55
Andalucía,2021-01-12,285,240,189.59,305
Andalucía,2021-01-13,271,240,181.07,303.62
Andalucía,2021-01-14,309,239.5,181.76,303.62
Andalucía,2021-01-15,316,240,181.76,303.62
Andalucía,2021-01-16,298,242.5,181.76,308.55
Andalucía,2021-01-17,294,240,181.76,308.55
Andalucía,2021-01-18,326,244,181.76,308.55
Andalucía,2021-01-19,338,246,181.76,308.55
Andalucía,2021-01-20,312,244,186.45,308.55
Andalucía,2021-01-21,364,245,191.45,308.55
Andalucía,2021-01-22,368,245,196.45,308.55
Andalucía,2021-01-23,320,245,188.97,299.86
Andalucía,2021-01-24,368,245,188.97,299.86
Andalucía,2021-01-25,345,243,188.97,299.86
Andalucía,2021-01-26,351,243,176.9,294.93
Andalucía,2021-01-27,333,243,176.9,294.93
Andalucía,2021-01-28,326,242,176.9,294.93
Andalucía,2021-01-29,271,238.5,176.9,294.93
Andalucía,2021-01-30,313,236.5,181.73,294.93
Andalucía,2021-01-31,310,241.5,181.73,291
Andalucía,2021-02-01,306,241,174.14,297.2
Andalucía,2021-02-02,379,241,181.52,297.2
Andalucía,2021-02-03,347,240.5,181.52,297.89
Andalucía,2021-02-04,324,239,181.52,297.89
Andalucía,2021-02-05,311,239.5,181.52,297.89
Andalucía,2021-02-06,289,239,181.52,297.89
Andalucía,2021-02-07,255,238.5,181.52,297.89
Andalucía,2021-02-08,292,239,190.21,289.93
Andalucía,2021-02-09,321,239,193.69,293.24
Andalucía,2021-02-10,307,239,188.66,309.33
Andalucía,2021-02-11,264,239,182.45,321.06
Andalucía,2021-02-12,310,236.5,177.14,336.24
Andalucía,2021-02-13,256,236.5,177.14,336.24
Andalucía,2021-02-14,216,234.5,177.14,336.24
Andalucía,2021-02-15,257,232.5,177.14,336.24
Andalucía,2021-02-16,264,231,177.14,336.24
Andalucía,2021-02-17,261,231,179.21,331.55
Andalucía,2021-02-18,257,230,179.21,331.55
Andalucía,2021-02-19,261,230,182,325.86
Andalucía,2021-02-20,247,228.5,182,324
Andalucía,2021-02-21,210,227.5,182,319.17
Andalucía,2021-02-22,246,227.5,182,319.17
Andalucía,2021-02-23,222,229,182,314.34
Andalucía,2021-02-24,259,226,179.14,305.17
Andalucía,2021-02-25,221,224.5,179.14,303.31
Andalucía,2021-02-26,245,224,179.14,303.31
Andalucía,2021-02-27,223,224,179.14,301.93
Andalucía,2021-02-28,224,223,179.14,299.86
Andalucía,2021-03-01,229,220,179.14,299.86
Andalucía,2021-03-02,262,220,179.14,299.86
Andalucía,2021-03-03,229,217.5,182.38,295.03
Andalucía,2021-03-04,235,216,182.38,284.1
Andalucía,2021-03-05,213,216,180.38,284.1
Andalucía,2021-03-06,237,215,180.38,284.1
Andalucía,2021-03-07,187,215,181.72,266.72
Andalucía,2021-03-08,200,213,177.68,266.93
Andalucía,2021-03-09,230,211,177.64,255.38
Andalucía,2021-03-10,192,209,168.6,256.75
Andalucía,2021-03-11,207,209,168.56,256.8
Andalucía,2021-03-12,209,209,168.52,253.11
Andalucía,2021-03-13,222,209,168.48,253.14
Andalucía,2021-03-14,212,209,168.48,253.14
Andalucía,2021-03-15,223,212,168.48,253.14
Andalucía,2021-03-16,199,212,168.48,250.66
Andalucía,2021-03-17,195,212,177.62,243.04
Andalucía,2021-03-18,199,212,177.62,240
Andalucía,2021-03-19,222,206,175.1,240
Andalucía,2021-03-20,208,205,174.48,240
Andalucía,2021-03-21,196,205,171.62,237.52
Andalucía,2021-03-22,225,205,170.62,232.9
Andalucía,2021-03-23,220,205,168.86,231.04
Andalucía,2021-03-24,217,201,168.86,227.38
Andalucía,2021-03-25,237,202,168.86,229.52
Andalucía,2021-03-26,218,205,168.86,230.14
Andalucía,2021-03-27,215,205,168.86,230.76
Andalucía,2021-03-28,191,203,168.86,230.76
Andalucía,2021-03-29,199,205,169.48,236.94
Andalucía,2021-03-30,210,204,171.62,236.94
Andalucía,2021-03-31,228,205,167.96,236.94
Andalucía,2021-04-01,191,204,167.96,236.94
Andalucía,2021-04-02,197,202,167.96,236.94
Andalucía,2021-04-03,198,201,166.1,236.94
Andalucía,2021-04-04,173,200,163,236.94
Andalucía,2021-04-05,222,198,163,230.76
Andalucía,2021-04-06,199,198,163,230.76
Andalucía,2021-04-07,182,193,166.1,230.76
Andalucía,2021-04-08,182,193,166.1,226.9
Andalucía,2021-04-09,200,193,166.1,228.76
Andalucía,2021-04-10,217,193,165.48,228.76
Andalucía,2021-04-11,180,193,168.86,228.76
Andalucía,2021-04-12,197,194,168.86,228.76
Andalucía,2021-04-13,212,194,168.86,228.76
Andalucía,2021-04-14,220,196,165.48,228.76
Andalucía,2021-04-15,207,194,161.48,228.76
Andalucía,2021-04-16,215,194,161.48,224.38
Andalucía,2021-04-17,199,194,161.48,224.38
Andalucía,2021-04-18,210,192,161.48,220.04
Andalucía,2021-04-19,223,191,161.48,220.04
Andalucía,2021-04-20,204,187,161.48,220.04
Andalucía,2021-04-21,169,187,161.48,216.38
Andalucía,2021-04-22,200,187,163.62,220.42
Andalucía,2021-04-23,199,188,164.24,218.56
Andalucía,2021-04-24,184,187,160.34,224.14
Andalucía,2021-04-25,186,187,160.34,226
Andalucía,2021-04-26,167,188,157.24,226
Andalucía,2021-04-27,195,186,157.24,226
Andalucía,2021-04-28,214,186,155.24,226
Andalucía,2021-04-29,181,186,153.62,225.38
Andalucía,2021-04-30,204,186,153.62,225.38
Andalucía,2021-05-01,175,186,153.62,225.38
Andalucía,2021-05-02,189,186,153.62,217.56
Andalucía,2021-05-03,179,185,153.62,212.38
Andalucía,2021-05-04,198,185,153.62,213.76
Andalucía,2021-05-05,214,186,156.1,215.38
Andalucía,2021-05-06,197,188,158.06,216.76
Andalucía,2021-05-07,216,188,151.86,216.76
Andalucía,2021-05-08,223,187,151.86,216.76
Andalucía,2021-05-09,200,185,151.86,216.76
Andalucía,2021-05-10,208,188,151.86,216.76
Andalucía,2021-05-11,193,189,147.34,220.28
Andalucía,2021-05-12,201,188,147.34,220.28
