ccaa,date,deaths_observed,deaths_expected,deaths_expected_p01,deaths_expected_p99
Comunitat Valenciana,2020-04-27,129,116,93.07,137.86
Comunitat Valenciana,2020-04-28,124,115,93.07,140.62
Comunitat Valenciana,2020-04-29,128,115,93.07,140.62
Comunitat Valenciana,2020-04-30,143,115,93.07,135.17
Comunitat Valenciana,2020-05-01,119,114.75,90.535,140.31
Comunitat Valenciana,2020-05-02,142,114.75,89.845,140.31
Comunitat Valenciana,2020-05-03,132,114.25,89.845,142.24
Comunitat Valenciana,2020-05-04,109,114.25,89.845,142.24
Comunitat Valenciana,2020-05-05,130,115,89.845,142.24
Comunitat Valenciana,2020-05-06,142,115,89.845,145.155
Comunitat Valenciana,2020-05-07,120,117.25,89.845,145.155
Comunitat Valenciana,2020-05-08,146,118,94.14,145.965
Comunitat Valenciana,2020-05-09,135,118.5,96.07,145.965
Comunitat Valenciana,2020-05-10,89,119,96.07,145.965
Comunitat Valenciana,2020-05-11,83,119,91.365,145.965
Comunitat Valenciana,2020-05-12,104,118.5,91.365,145.965
Comunitat Valenciana,2020-05-13,107,118.75,91.365,142.86
Comunitat Valenciana,2020-05-14,129,118,91.365,142.17
Comunitat Valenciana,2020-05-15,108,116.75,91.365,132.155
Comunitat Valenciana,2020-05-16,101,115,87.915,130.085
Comunitat Valenciana,2020-05-17,97,115,87.915,130.085
Comunitat Valenciana,2020-05-18,111,114.5,92.45,130.085
Comunitat Valenciana,2020-05-19,101,115,92.45,132.155
Comunitat Valenciana,2020-05-20,114,115,93.14,132.655
Comunitat Valenciana,2020-05-21,120,116,93.14,133
Comunitat Valenciana,2020-05-22,118,117,93.14,134.24
Comunitat Valenciana,2020-05-23,125,117.75,97.69,134.24
Comunitat Valenciana,2020-05-24,120,117.25,97.69,134.24
Comunitat Valenciana,2020-05-25,117,117.25,95.69,134.24
Comunitat Valenciana,2020-05-26,116,117.25,95.69,134.24
Comunitat Valenciana,2020-05-27,116,116,91.59,134.24
Comunitat Valenciana,2020-05-28,120,111.75,91.59,134.24
Comunitat Valenciana,2020-05-29,116,111.25,91.59,129.62
Comunitat Valenciana,2020-05-30,95,111,83.38,129.62
Comunitat Valenciana,2020-05-31,98,111,83.38,129.62
Comunitat Valenciana,2020-06-01,97,111,83.38,130.31
Comunitat Valenciana,2020-06-02,117,111,83.38,130.31
Comunitat Valenciana,2020-06-03,129,111,88.9,130.31
Comunitat Valenciana,2020-06-04,127,111,88.9,130.31
Comunitat Valenciana,2020-06-05,108,111.75,88.9,131.31
Comunitat Valenciana,2020-06-06,108,111.75,94.76,131.31
Comunitat Valenciana,2020-06-07,99,111.5,94.76,131.31
Comunitat Valenciana,2020-06-08,93,112,94.76,134.17
Comunitat Valenciana,2020-06-09,114,111.75,91.07,134.17
Comunitat Valenciana,2020-06-10,98,110.25,89,134.515
Comunitat Valenciana,2020-06-11,128,109.75,89,134.515
Comunitat Valenciana,2020-06-12,138,109,84.935,140.24
Comunitat Valenciana,2020-06-13,95,109.75,84.935,145.17
Comunitat Valenciana,2020-06-14,114,109.25,84.935,145.17
Comunitat Valenciana,2020-06-15,110,108.25,84.935,145.17
Comunitat Valenciana,2020-06-16,109,110,84.935,145.17
Comunitat Valenciana,2020-06-17,111,109.5,84.935,145.17
Comunitat Valenciana,2020-06-18,121,110,84.935,145.17
Comunitat Valenciana,2020-06-19,111,110.25,90.345,141.03
Comunitat Valenciana,2020-06-20,116,110,90,136.31
Comunitat Valenciana,2020-06-21,104,110.25,90,136.31
Comunitat Valenciana,2020-06-22,86,110,90,136.31
Comunitat Valenciana,2020-06-23,111,110,90,136.31
Comunitat Valenciana,2020-06-24,107,111,92.415,134.62
Comunitat Valenciana,2020-06-25,102,111,92.415,137.31
Comunitat Valenciana,2020-06-26,115,112,92.415,137.31
Comunitat Valenciana,2020-06-27,127,113,93.845,137.31
Comunitat Valenciana,2020-06-28,113,114,93.845,137.31
Comunitat Valenciana,2020-06-29,112,116,92.725,137.31
Comunitat Valenciana,2020-06-30,110,116,92.725,137.31
Comunitat Valenciana,2020-07-01,124,116,93.07,138
Comunitat Valenciana,2020-07-02,124,116,93.07,138
Comunitat Valenciana,2020-07-03,130,116,91.69,138
Comunitat Valenciana,2020-07-04,123,117.5,91.69,138.93
Comunitat Valenciana,2020-07-05,110,118.25,91.69,141.31
Comunitat Valenciana,2020-07-06,107,118.25,95.795,141.31
Comunitat Valenciana,2020-07-07,122,117,95.795,141.31
Comunitat Valenciana,2020-07-08,116,117,89.675,141.31
Comunitat Valenciana,2020-07-09,114,117,88.985,141.31
Comunitat Valenciana,2020-07-10,149,117,88.985,141.31
Comunitat Valenciana,2020-07-11,135,117,88.985,140.62
Comunitat Valenciana,2020-07-12,111,115,88.985,139.655
Comunitat Valenciana,2020-07-13,121,115,88.985,140
Comunitat Valenciana,2020-07-14,115,114.5,88.985,140
Comunitat Valenciana,2020-07-15,100,115,91.345,140
Comunitat Valenciana,2020-07-16,123,114,93.915,140
Comunitat Valenciana,2020-07-17,141,115,93.915,144.03
Comunitat Valenciana,2020-07-18,119,113.25,93.915,144.03
Comunitat Valenciana,2020-07-19,92,113,93.915,144.03
Comunitat Valenciana,2020-07-20,112,112,93.915,147.135
Comunitat Valenciana,2020-07-21,111,113.25,95.69,147.135
Comunitat Valenciana,2020-07-22,113,112.75,95.69,147.135
Comunitat Valenciana,2020-07-23,112,114,97.07,147.135
Comunitat Valenciana,2020-07-24,109,113.75,97.07,144.155
Comunitat Valenciana,2020-07-25,128,115.5,98.69,145.585
Comunitat Valenciana,2020-07-26,108,114,98.69,145.585
Comunitat Valenciana,2020-07-27,117,116,98.69,145.24
Comunitat Valenciana,2020-07-28,133,115.5,98,141.1
Comunitat Valenciana,2020-07-29,149,116.5,98,141.1
Comunitat Valenciana,2020-07-30,128,116.5,96.605,141.1
Comunitat Valenciana,2020-07-31,154,116,91.485,141.1
Comunitat Valenciana,2020-08-01,139,115,91.485,142.34
Comunitat Valenciana,2020-08-02,132,117.75,91.485,147.17
Comunitat Valenciana,2020-08-03,155,118,89.415,147.17
Comunitat Valenciana,2020-08-04,159,118.5,88.725,147.17
Comunitat Valenciana,2020-08-05,125,118,88.725,147.17
Comunitat Valenciana,2020-08-06,129,118,88.725,147.17
Comunitat Valenciana,2020-08-07,125,118,90.19,147.17
Comunitat Valenciana,2020-08-08,131,118,90.19,143.62
Comunitat Valenciana,2020-08-09,119,118,90.19,140.24
Comunitat Valenciana,2020-08-10,123,115.75,93.295,137.48
Comunitat Valenciana,2020-08-11,149,115.25,97.69,137.48
Comunitat Valenciana,2020-08-12,142,114.75,94.985,134.31
Comunitat Valenciana,2020-08-13,138,114,95.675,131.93
Comunitat Valenciana,2020-08-14,133,113.5,92.915,129.965
Comunitat Valenciana,2020-08-15,129,113,92.915,129.965
Comunitat Valenciana,2020-08-16,110,111,92.915,129.965
Comunitat Valenciana,2020-08-17,125,109.25,92.915,131.465
Comunitat Valenciana,2020-08-18,104,106.25,80.14,131.465
Comunitat Valenciana,2020-08-19,133,109.5,80.14,135.135
Comunitat Valenciana,2020-08-20,132,111,80.14,135.135
Comunitat Valenciana,2020-08-21,138,111.5,80.14,135.825
Comunitat Valenciana,2020-08-22,135,112.25,80.14,135.825
Comunitat Valenciana,2020-08-23,135,113,80.14,135.825
Comunitat Valenciana,2020-08-24,122,113,80.14,135.825
Comunitat Valenciana,2020-08-25,105,114.5,92.105,135.825
Comunitat Valenciana,2020-08-26,131,116,86.295,132.465
Comunitat Valenciana,2020-08-27,123,115,86.295,132.465
Comunitat Valenciana,2020-08-28,139,111.75,85.605,133.655
Comunitat Valenciana,2020-08-29,136,109.75,85.605,133.655
Comunitat Valenciana,2020-08-30,131,109.75,85.605,133.655
Comunitat Valenciana,2020-08-31,111,110,85.605,133.655
Comunitat Valenciana,2020-09-01,110,107.75,85.605,133.655
Comunitat Valenciana,2020-09-02,131,108,87.69,133.655
Comunitat Valenciana,2020-09-03,132,108,87.69,138.34
Comunitat Valenciana,2020-09-04,137,108,85.14,135.925
Comunitat Valenciana,2020-09-05,146,108,85.14,141.1
Comunitat Valenciana,2020-09-06,117,108,85.14,141.1
Comunitat Valenciana,2020-09-07,104,108,83.07,141.1
Comunitat Valenciana,2020-09-08,125,108,83.07,141.1
Comunitat Valenciana,2020-09-09,119,108,83.07,141.1
Comunitat Valenciana,2020-09-10,97,107.75,83.07,135.24
Comunitat Valenciana,2020-09-11,114,108.5,87.45,135.24
Comunitat Valenciana,2020-09-12,127,108.5,87.45,136.79
Comunitat Valenciana,2020-09-13,110,109,87.45,136.79
Comunitat Valenciana,2020-09-14,137,109,90.38,136.79
Comunitat Valenciana,2020-09-15,130,108,88.69,135.065
Comunitat Valenciana,2020-09-16,113,108.25,88.69,135.065
Comunitat Valenciana,2020-09-17,125,108.75,89.725,134.72
Comunitat Valenciana,2020-09-18,129,108.75,89.38,134.72
Comunitat Valenciana,2020-09-19,95,109,89.38,129.62
Comunitat Valenciana,2020-09-20,97,109.75,89.38,130.655
Comunitat Valenciana,2020-09-21,123,109.75,89.38,130.655
Comunitat Valenciana,2020-09-22,121,110,88.76,130.655
Comunitat Valenciana,2020-09-23,136,110,88.76,132.825
Comunitat Valenciana,2020-09-24,117,109,88.76,138
Comunitat Valenciana,2020-09-25,133,108.5,88.76,138
Comunitat Valenciana,2020-09-26,99,108.5,83.21,138
Comunitat Valenciana,2020-09-27,111,108.5,83.21,140.635
Comunitat Valenciana,2020-09-28,107,109.5,83.21,144.085
Comunitat Valenciana,2020-09-29,125,110.75,85.97,144.085
Comunitat Valenciana,2020-09-30,102,111.75,87.35,144.085
Comunitat Valenciana,2020-10-01,122,112.75,87.35,144.085
Comunitat Valenciana,2020-10-02,118,113.5,87.005,144.085
Comunitat Valenciana,2020-10-03,127,113.5,91.845,144.085
Comunitat Valenciana,2020-10-04,119,113.75,91.845,137.48
Comunitat Valenciana,2020-10-05,104,112.5,89.605,132.93
Comunitat Valenciana,2020-10-06,124,112.5,89.605,130.62
Comunitat Valenciana,2020-10-07,102,110.75,89.605,130.62
Comunitat Valenciana,2020-10-08,144,110,85.88,134.1
Comunitat Valenciana,2020-10-09,121,110,85.88,134.1
Comunitat Valenciana,2020-10-10,125,108.25,85.88,134.1
Comunitat Valenciana,2020-10-11,98,108.25,85.88,134.1
Comunitat Valenciana,2020-10-12,119,109,91.745,134.1
Comunitat Valenciana,2020-10-13,106,109.5,91.745,134.1
Comunitat Valenciana,2020-10-14,130,109,87.26,137.205
Comunitat Valenciana,2020-10-15,133,111,89.535,135.155
Comunitat Valenciana,2020-10-16,139,111.5,87.105,135.155
Comunitat Valenciana,2020-10-17,129,114,87.105,135.965
Comunitat Valenciana,2020-10-18,123,113.25,87.105,139.48
Comunitat Valenciana,2020-10-19,138,113.25,85.38,140.17
Comunitat Valenciana,2020-10-20,128,114,85.38,140.17
Comunitat Valenciana,2020-10-21,143,114,85.38,140.17
Comunitat Valenciana,2020-10-22,146,113.75,85.38,140.17
Comunitat Valenciana,2020-10-23,128,112,88.76,140.17
Comunitat Valenciana,2020-10-24,134,112,88.76,150.58
Comunitat Valenciana,2020-10-25,113,112.25,88.76,145.75
Comunitat Valenciana,2020-10-26,116,113.75,90.69,145.75
Comunitat Valenciana,2020-10-27,118,111.5,90.69,142.3
Comunitat Valenciana,2020-10-28,109,113,90.69,142.3
Comunitat Valenciana,2020-10-29,123,114,90.69,145.06
Comunitat Valenciana,2020-10-30,148,116,93.69,145.06
Comunitat Valenciana,2020-10-31,152,116,93.69,134.24
Comunitat Valenciana,2020-11-01,124,116,93.69,142.425
Comunitat Valenciana,2020-11-02,137,116,93.69,142.425
Comunitat Valenciana,2020-11-03,146,116.75,94.38,142.425
Comunitat Valenciana,2020-11-04,123,116.5,94.38,142.425
Comunitat Valenciana,2020-11-05,131,117.5,94.38,142.425
Comunitat Valenciana,2020-11-06,145,117.5,97.07,142.425
Comunitat Valenciana,2020-11-07,159,118,95.69,142.425
Comunitat Valenciana,2020-11-08,127,117.75,92.52,137
Comunitat Valenciana,2020-11-09,131,117.25,92.52,142.085
Comunitat Valenciana,2020-11-10,143,116.75,93.21,142.085
Comunitat Valenciana,2020-11-11,133,117.75,93.21,142.085
Comunitat Valenciana,2020-11-12,145,117.75,85.45,142.775
Comunitat Valenciana,2020-11-13,136,118,85.45,144.655
Comunitat Valenciana,2020-11-14,133,120,85.45,144.655
Comunitat Valenciana,2020-11-15,117,121,95.11,145.31
Comunitat Valenciana,2020-11-16,153,121.5,95.11,146.31
Comunitat Valenciana,2020-11-17,138,122.25,95.11,146.31
Comunitat Valenciana,2020-11-18,140,122.75,95.11,146.31
Comunitat Valenciana,2020-11-19,142,122.25,98.52,151.805
Comunitat Valenciana,2020-11-20,148,123,100.59,151.805
Comunitat Valenciana,2020-11-21,131,123.5,100.59,151.805
Comunitat Valenciana,2020-11-22,134,123.75,99.21,151.805
Comunitat Valenciana,2020-11-23,142,123.75,99.21,148.355
Comunitat Valenciana,2020-11-24,134,125,99.21,148.355
Comunitat Valenciana,2020-11-25,148,125.75,99.21,158.015
Comunitat Valenciana,2020-11-26,148,126,103.035,153.93
Comunitat Valenciana,2020-11-27,149,127,103.035,153.93
Comunitat Valenciana,2020-11-28,120,127,101.69,153.93
Comunitat Valenciana,2020-11-29,141,126.25,102.725,153.93
Comunitat Valenciana,2020-11-30,103,126.75,102.725,153.93
Comunitat Valenciana,2020-12-01,154,127.5,106.52,153.93
Comunitat Valenciana,2020-12-02,153,127,107.9,149.775
Comunitat Valenciana,2020-12-03,159,127,99.45,149.775
Comunitat Valenciana,2020-12-04,168,126.75,99.45,149
Comunitat Valenciana,2020-12-05,144,127,101.865,147.62
Comunitat Valenciana,2020-12-06,137,128,101.865,150.24
Comunitat Valenciana,2020-12-07,135,129.25,101.865,150.24
Comunitat Valenciana,2020-12-08,156,127,101.865,151.62
Comunitat Valenciana,2020-12-09,159,127.5,101.865,160.34
Comunitat Valenciana,2020-12-10,155,128.75,105,160.34
Comunitat Valenciana,2020-12-11,163,129,105,160.34
Comunitat Valenciana,2020-12-12,159,129,105,164.48
Comunitat Valenciana,2020-12-13,150,129.5,105,164.48
Comunitat Valenciana,2020-12-14,162,129,105,164.48
Comunitat Valenciana,2020-12-15,159,130,105,164.48
Comunitat Valenciana,2020-12-16,144,130.5,105,162
Comunitat Valenciana,2020-12-17,145,131,105,169.13
Comunitat Valenciana,2020-12-18,161,132.75,106.915,176.03
Comunitat Valenciana,2020-12-19,144,132.5,106.915,176.03
Comunitat Valenciana,2020-12-20,146,132.5,106.915,176.03
Comunitat Valenciana,2020-12-21,133,131,106.915,176.03
Comunitat Valenciana,2020-12-22,147,133,106.915,176.03
Comunitat Valenciana,2020-12-23,156,134,108.295,182.24
Comunitat Valenciana,2020-12-24,156,135,109.675,182.55
Comunitat Valenciana,2020-12-25,164,137,112,187.24
Comunitat Valenciana,2020-12-26,146,137,112,187.24
Comunitat Valenciana,2020-12-27,160,137.25,112,187.24
Comunitat Valenciana,2020-12-28,163,138.5,112,187.24
Comunitat Valenciana,2020-12-29,169,139,112,193.1
Comunitat Valenciana,2020-12-30,150,139.75,112,193.1
Comunitat Valenciana,2020-12-31,181,142,112,193.1
Comunitat Valenciana,2021-01-01,164,144.25,111.69,188.96
Comunitat Valenciana,2021-01-02,157,145,113.07,188.96
Comunitat Valenciana,2021-01-03,155,147,113.07,188.96
Comunitat Valenciana,2021-01-04,173,147,113.07,188.96
Comunitat Valenciana,2021-01-05,197,146.5,113.07,184.62
Comunitat Valenciana,2021-01-06,212,146,113.07,184.62
Comunitat Valenciana,2021-01-07,215,146,113.07,184.62
Comunitat Valenciana,2021-01-08,224,144,114.69,179.79
Comunitat Valenciana,2021-01-09,208,146,120.52,185.31
Comunitat Valenciana,2021-01-10,202,146,120.52,185.31
Comunitat Valenciana,2021-01-11,235,148,120.21,185.31
Comunitat Valenciana,2021-01-12,240,151,120.21,190.03
Comunitat Valenciana,2021-01-13,235,150.5,113.07,190.03
Comunitat Valenciana,2021-01-14,242,150.5,113.07,192.79
Comunitat Valenciana,2021-01-15,256,153.75,113.07,192.79
Comunitat Valenciana,2021-01-16,296,153,113.07,192.79
Comunitat Valenciana,2021-01-17,271,152,112.035,192.79
Comunitat Valenciana,2021-01-18,286,153,112.035,192.79
Comunitat Valenciana,2021-01-19,276,150.25,112.035,186.55
Comunitat Valenciana,2021-01-20,270,151,110.175,188.62
Comunitat Valenciana,2021-01-21,281,151,110.175,192.41
Comunitat Valenciana,2021-01-22,287,149.5,110.175,192.41
Comunitat Valenciana,2021-01-23,292,149.5,110.175,192.41
Comunitat Valenciana,2021-01-24,259,149,116.04,192.41
Comunitat Valenciana,2021-01-25,293,149,116.04,192.41
Comunitat Valenciana,2021-01-26,249,148.25,113.97,192.41
Comunitat Valenciana,2021-01-27,297,147.25,120.07,196.55
Comunitat Valenciana,2021-01-28,273,147.5,122.14,190.86
Comunitat Valenciana,2021-01-29,272,147.75,122.14,190.86
Comunitat Valenciana,2021-01-30,242,149,117.07,190.86
Comunitat Valenciana,2021-01-31,209,147.75,117.07,190.86
Comunitat Valenciana,2021-02-01,263,147.75,117.07,190.86
Comunitat Valenciana,2021-02-02,231,149,117.415,190.86
Comunitat Valenciana,2021-02-03,213,148.5,113.76,182.79
Comunitat Valenciana,2021-02-04,231,147.5,113.76,177.93
Comunitat Valenciana,2021-02-05,204,147.5,113.76,177.93
Comunitat Valenciana,2021-02-06,195,147.5,116.175,177.93
Comunitat Valenciana,2021-02-07,168,147.5,117.21,177.93
Comunitat Valenciana,2021-02-08,196,146.5,115.83,177
Comunitat Valenciana,2021-02-09,189,144.75,114.45,181.03
Comunitat Valenciana,2021-02-10,215,145.5,117.38,182.41
Comunitat Valenciana,2021-02-11,162,147.5,117.38,186.55
Comunitat Valenciana,2021-02-12,173,147.5,111.35,192.17
Comunitat Valenciana,2021-02-13,193,145,111.35,200.1
Comunitat Valenciana,2021-02-14,164,147,111.35,200.79
Comunitat Valenciana,2021-02-15,159,144,111.35,200.79
Comunitat Valenciana,2021-02-16,162,145.5,112.04,200.79
Comunitat Valenciana,2021-02-17,150,144,112.04,200.79
Comunitat Valenciana,2021-02-18,181,144,112.04,200.79
Comunitat Valenciana,2021-02-19,161,145,117,200.79
Comunitat Valenciana,2021-02-20,124,144.5,112.97,192.48
Comunitat Valenciana,2021-02-21,123,144,109.52,194.03
Comunitat Valenciana,2021-02-22,150,144.5,109.52,194.03
Comunitat Valenciana,2021-02-23,160,143,108.83,204.86
Comunitat Valenciana,2021-02-24,126,143,106.07,204.86
Comunitat Valenciana,2021-02-25,141,143.5,106.07,204.86
Comunitat Valenciana,2021-02-26,114,142.5,106.07,204.86
Comunitat Valenciana,2021-02-27,142,140,109.76,204.86
Comunitat Valenciana,2021-02-28,129,141.5,109.76,197.27
Comunitat Valenciana,2021-03-01,127,142.5,109.76,197.27
Comunitat Valenciana,2021-03-02,132,142,110.45,191.31
Comunitat Valenciana,2021-03-03,132,142.5,112.69,181.86
Comunitat Valenciana,2021-03-04,125,139.5,112,177.72
Comunitat Valenciana,2021-03-05,130,138.75,112,176.34
Comunitat Valenciana,2021-03-06,123,139,112,176.34
Comunitat Valenciana,2021-03-07,117,136,112,169.96
Comunitat Valenciana,2021-03-08,131,133.5,112,165.3
Comunitat Valenciana,2021-03-09,128,133,112.66,165.4
Comunitat Valenciana,2021-03-10,120,132.5,108.85,158.1
Comunitat Valenciana,2021-03-11,137,133,109.72,156.88
Comunitat Valenciana,2021-03-12,143,132.5,105.52,156.96
Comunitat Valenciana,2021-03-13,134,133,104.55,153.38
Comunitat Valenciana,2021-03-14,106,133.5,104.55,153.38
Comunitat Valenciana,2021-03-15,125,132,104.55,153.38
Comunitat Valenciana,2021-03-16,110,130,99.58,154.9
Comunitat Valenciana,2021-03-17,124,130,101.13,154.9
Comunitat Valenciana,2021-03-18,131,131,101.13,154.28
Comunitat Valenciana,2021-03-19,107,132,101.13,154.28
Comunitat Valenciana,2021-03-20,105,131,105.16,155.52
Comunitat Valenciana,2021-03-21,123,126,103.3,155.52
Comunitat Valenciana,2021-03-22,119,125,103.3,155.52
Comunitat Valenciana,2021-03-23,119,128,108.31,154.76
Comunitat Valenciana,2021-03-24,120,128,108,154.76
Comunitat Valenciana,2021-03-25,115,128,108,154.76
Comunitat Valenciana,2021-03-26,131,128,104.58,154.76
Comunitat Valenciana,2021-03-27,107,127,104.58,152.9
Comunitat Valenciana,2021-03-28,115,127,104.27,153.52
Comunitat Valenciana,2021-03-29,125,128,104.27,153.52
Comunitat Valenciana,2021-03-30,112,128,97.86,151.38
Comunitat Valenciana,2021-03-31,112,128,97.86,153.52
Comunitat Valenciana,2021-04-01,115,126,97.86,153.52
Comunitat Valenciana,2021-04-02,108,123,98.79,153.52
Comunitat Valenciana,2021-04-03,121,124,94.48,153.52
Comunitat Valenciana,2021-04-04,109,122.5,94.48,153.52
Comunitat Valenciana,2021-04-05,114,124,94.48,153.52
Comunitat Valenciana,2021-04-06,125,122,97.27,153.52
Comunitat Valenciana,2021-04-07,119,122,97.27,148.28
Comunitat Valenciana,2021-04-08,127,121,100.06,148.28
Comunitat Valenciana,2021-04-09,117,121,98.2,148.28
Comunitat Valenciana,2021-04-10,104,123,101.24,147.04
Comunitat Valenciana,2021-04-11,106,122,101.24,142.76
Comunitat Valenciana,2021-04-12,113,120,101.24,145.9
Comunitat Valenciana,2021-04-13,108,122,94.62,145.9
Comunitat Valenciana,2021-04-14,110,122,94.62,145.9
Comunitat Valenciana,2021-04-15,103,122,94.62,145.28
Comunitat Valenciana,2021-04-16,112,120,94,146.52
Comunitat Valenciana,2021-04-17,107,118,94,146.52
Comunitat Valenciana,2021-04-18,99,117,94,146.52
Comunitat Valenciana,2021-04-19,104,117,94,143.76
Comunitat Valenciana,2021-04-20,123,117,95.24,143.76
Comunitat Valenciana,2021-04-21,131,116,97.1,143.14
Comunitat Valenciana,2021-04-22,96,116,97.1,143.14
Comunitat Valenciana,2021-04-23,112,116,97.1,142
Comunitat Valenciana,2021-04-24,100,117,97.1,138.9
Comunitat Valenciana,2021-04-25,100,117,97.1,138.9
Comunitat Valenciana,2021-04-26,101,117,94,138.9
Comunitat Valenciana,2021-04-27,107,116,92.86,138.28
Comunitat Valenciana,2021-04-28,141,116,92.86,140.76
Comunitat Valenciana,2021-04-29,136,117,92.86,140.76
Comunitat Valenciana,2021-04-30,124,116,92.86,137.52
Comunitat Valenciana,2021-05-01,118,115,90.43,135.66
Comunitat Valenciana,2021-05-02,108,115,90.43,140.38
Comunitat Valenciana,2021-05-03,105,115,89.81,142.52
Comunitat Valenciana,2021-05-04,124,115,89.81,142.52
Comunitat Valenciana,2021-05-05,118,115,89.81,142.52
Comunitat Valenciana,2021-05-06,102,117,89.81,145.19
Comunitat Valenciana,2021-05-07,106,117,89.81,145.19
Comunitat Valenciana,2021-05-08,118,118,93.72,146.07
Comunitat Valenciana,2021-05-09,105,119,94.34,146.07
Comunitat Valenciana,2021-05-10,99,119,95.86,146.07
Comunitat Valenciana,2021-05-11,127,119,97.1,146.07
Comunitat Valenciana,2021-05-12,120,119,97.1,146.07
Comunitat Valenciana,2021-05-13,118,119,94,143.28
Comunitat Valenciana,2021-05-14,128,118,94,143.28
Comunitat Valenciana,2021-05-15,137,117,94,135.04
Comunitat Valenciana,2021-05-16,102,115,92.1,130.14
Comunitat Valenciana,2021-05-17,126,115,92.1,128.38
Comunitat Valenciana,2021-05-18,118,115,92.1,128.38
Comunitat Valenciana,2021-05-19,110,115,92.1,130.14
Comunitat Valenciana,2021-05-20,113,115,92.72,132.38
Comunitat Valenciana,2021-05-21,112,115,92.72,133
Comunitat Valenciana,2021-05-22,113,116,92.72,134.52
Comunitat Valenciana,2021-05-23,98,117.5,96.24,134.52
Comunitat Valenciana,2021-05-24,106,117.5,97.62,134.52
Comunitat Valenciana,2021-05-25,98,117,96.62,134.52
Comunitat Valenciana,2021-05-26,103,117,95.62,134.52
Comunitat Valenciana,2021-05-27,99,117,95.62,134.52
Comunitat Valenciana,2021-05-28,116,113.5,90.82,134.52
Comunitat Valenciana,2021-05-29,126,112,90.82,131.76
Comunitat Valenciana,2021-05-30,101,111,90.82,129.76
Comunitat Valenciana,2021-05-31,96,111,83.24,129.76
Comunitat Valenciana,2021-06-01,102,111,83.24,129.76
Comunitat Valenciana,2021-06-02,110,111,83.24,130.38
Comunitat Valenciana,2021-06-03,117,111,83.24,130.38
Comunitat Valenciana,2021-06-04,98,111,88.2,130.38
Comunitat Valenciana,2021-06-05,111,111,88.2,131.38
Comunitat Valenciana,2021-06-06,97,111.5,88.2,131.38
Comunitat Valenciana,2021-06-07,98,111.5,92,131.38
Comunitat Valenciana,2021-06-08,114,112,94.48,131.38
Comunitat Valenciana,2021-06-09,127,111.5,90.86,134.66
Comunitat Valenciana,2021-06-10,118,111.5,90.86,134.97
Comunitat Valenciana,2021-06-11,117,110,89,134.97
Comunitat Valenciana,2021-06-12,113,110,84.44,140.52
Comunitat Valenciana,2021-06-13,117,112,84.44,145.66
Comunitat Valenciana,2021-06-14,113,111,84.44,145.66
Comunitat Valenciana,2021-06-15,125,110,84.44,145.66
Comunitat Valenciana,2021-06-16,135,112,84.44,145.66
Comunitat Valenciana,2021-06-17,119,110,84.44,145.66
Comunitat Valenciana,2021-06-18,128,112,85.06,145.66
Comunitat Valenciana,2021-06-19,106,111,91.24,141.94
Comunitat Valenciana,2021-06-20,96,110,91.24,136.38
Comunitat Valenciana,2021-06-21,99,110.5,90,136.38
Comunitat Valenciana,2021-06-22,119,110.5,90,136.38
Comunitat Valenciana,2021-06-23,109,110,90,136.38
Comunitat Valenciana,2021-06-24,120,111,92.48,136.38
Comunitat Valenciana,2021-06-25,113,111,92.48,135.52
Comunitat Valenciana,2021-06-26,103,112,92.48,137.38
Comunitat Valenciana,2021-06-27,97,113,92.48,137.38
Comunitat Valenciana,2021-06-28,111,114,94.93,137.38
Comunitat Valenciana,2021-06-29,123,116,94.93,137.38
Comunitat Valenciana,2021-06-30,124,116,92.86,137.38
Comunitat Valenciana,2021-07-01,131,116,92.86,138
Comunitat Valenciana,2021-07-02,121,116,92.86,138
Comunitat Valenciana,2021-07-03,121,117,91.62,138
Comunitat Valenciana,2021-07-04,110,116,91.62,139.14
Comunitat Valenciana,2021-07-05,117,118.5,91.62,139.14
Comunitat Valenciana,2021-07-06,132,117,91.62,141.38
Comunitat Valenciana,2021-07-07,121,118,96.03,141.38
Comunitat Valenciana,2021-07-08,121,117,89.15,141.38
Comunitat Valenciana,2021-07-09,122,117,88.53,141.38
Comunitat Valenciana,2021-07-10,116,117,88.53,141.38
Comunitat Valenciana,2021-07-11,126,117,88.53,140.76
Comunitat Valenciana,2021-07-12,132,115,88.53,140.76
Comunitat Valenciana,2021-07-13,122,115,88.53,138.14
Comunitat Valenciana,2021-07-14,128,115,88.53,140
Comunitat Valenciana,2021-07-15,101,113,91.31,140
Comunitat Valenciana,2021-07-16,123,113,93.67,140
Comunitat Valenciana,2021-07-17,116,113,93.67,140
Comunitat Valenciana,2021-07-18,116,112,93.67,144.94
Comunitat Valenciana,2021-07-19,108,112,93.67,144.94
Comunitat Valenciana,2021-07-20,113,111,93.67,147.73
Comunitat Valenciana,2021-07-21,126,112,95.62,147.73
Comunitat Valenciana,2021-07-22,128,112,95.62,147.73
Comunitat Valenciana,2021-07-23,136,114,95.62,147.73
Comunitat Valenciana,2021-07-24,139,114,96.86,147.73
Comunitat Valenciana,2021-07-25,128,116,98.62,144.19
Comunitat Valenciana,2021-07-26,125,116,98.62,145.83
Comunitat Valenciana,2021-07-27,113,117,98.62,145.52
Comunitat Valenciana,2021-07-28,119,118.5,98,145.52
